#Procedure: <__main__.tempProcedure>
#Parameters:
#	Hold Time: 1 min
#	Ramp Time: 1 min
#	Sample Name: undefined
#	Save Directory: \junk
#	Target Temperature: 20 C
#Data:
global_time,temperature,heating_time
1560448698.290338,24.3,0.0002617835998535156
1560448698.842065,24.3,0.5519888401031494
1560448699.3935099,24.3,1.103433609008789
1560448699.9449146,24.3,1.6548385620117188
1560448700.503467,24.3,2.213390827178955
1560448701.055192,24.3,2.765115976333618
1560448701.6068847,24.3,3.3168084621429443
1560448702.1612568,24.3,3.871180534362793
1560448702.7126808,24.3,4.422604560852051
1560448703.2656174,24.3,4.97554087638855
1560448703.8171027,24.3,5.527026414871216
1560448704.3683696,24.3,6.078293323516846
1560448704.919976,24.3,6.629899978637695
1560448705.4714837,24.3,7.181407451629639
1560448706.023186,24.3,7.733109712600708
1560448706.5748665,24.3,8.284790277481079
1560448707.1265438,24.3,8.836467742919922
1560448707.6776867,24.3,9.38761043548584
1560448708.2297647,24.3,9.939688444137573
1560448708.7813303,24.3,10.491254091262817
1560448709.3330028,24.3,11.042926549911499
1560448709.884419,24.3,11.594342947006226
1560448710.4361565,24.3,12.146080493927002
1560448710.987778,24.3,12.697702169418335
1560448711.539429,24.3,13.24935269355774
1560448712.0917737,24.3,13.801697492599487
1560448712.6437628,24.3,14.353686809539795
1560448713.194997,24.3,14.904920816421509
1560448713.7465622,24.3,15.456485986709595
1560448714.30049,24.3,16.010413885116577
1560448714.8526886,24.3,16.562612295150757
1560448715.4047115,24.3,17.114635467529297
1560448715.9561028,24.3,17.66602659225464
1560448716.5098264,24.3,18.21975016593933
1560448717.061799,24.3,18.77172303199768
1560448717.6131952,24.3,19.323118686676025
1560448718.1650836,24.3,19.875007390975952
1560448718.7165346,24.3,20.42645812034607
1560448719.2682114,24.3,20.978134870529175
1560448719.819977,24.3,21.529901027679443
1560448720.371708,24.3,22.081631660461426
1560448720.9233797,24.3,22.63330316543579
1560448721.4751422,24.3,23.185065984725952
1560448722.0266864,24.3,23.736610174179077
1560448722.5783708,24.3,24.288294553756714
1560448723.1301358,24.3,24.840059518814087
1560448723.6817067,24.3,25.39163041114807
1560448724.2340302,24.3,25.943954467773438
1560448724.7855568,24.3,26.49548053741455
1560448725.3371575,24.3,27.047081232070923
1560448725.8887045,24.3,27.598628282546997
1560448726.4404194,24.3,28.15034317970276
1560448726.9922743,24.3,28.702197790145874
1560448727.5440338,24.3,29.253957509994507
1560448728.1042905,24.3,29.81421422958374
1560448728.6580527,24.3,30.367976427078247
1560448729.2096424,24.3,30.91956615447998
1560448729.7615159,24.3,31.471439599990845
1560448730.3131406,24.3,32.023064613342285
1560448730.8649354,24.3,32.57485914230347
1560448731.4165466,24.3,33.1264705657959
1560448731.9683704,24.3,33.67829442024231
1560448732.519989,24.3,34.229912757873535
1560448733.0718122,24.3,34.78173589706421
1560448733.6235888,24.3,35.33351254463196
1560448734.176165,24.3,35.886088848114014
1560448734.7280753,24.3,36.43799901008606
1560448735.2793431,24.3,36.989266872406006
