#Procedure: <__main__.tempProcedure>
#Parameters:
#	Hold Time: 1 min
#	Ramp Time: 1 min
#	Sample Name: undefined
#	Save Directory: \junk
#	Target Temperature: 50 C
#Data:
global_time,temperature,heating_time
1560448749.4903235,24.3,0.00029754638671875
1560448750.0418675,24.3,0.5518414974212646
1560448750.5937476,24.3,1.1037216186523438
1560448751.1776526,24.3,1.687626600265503
1560448751.7290807,24.3,2.2390546798706055
1560448752.2806687,24.3,2.790642738342285
1560448752.8322568,24.3,3.342230796813965
1560448753.3841584,24.3,3.894132375717163
1560448753.9358387,24.3,4.445812702178955
1560448754.4874966,24.3,4.9974706172943115
1560448755.0389435,24.3,5.548917531967163
1560448755.590907,24.3,6.100881099700928
1560448756.1422966,24.3,6.652270555496216
1560448756.6939309,24.3,7.203904867172241
1560448757.2461686,24.3,7.756142616271973
1560448757.7977462,24.3,8.307719945907593
1560448758.3494723,24.3,8.859446287155151
1560448758.9031694,24.3,9.413143396377563
1560448759.4551003,24.3,9.96507453918457
1560448760.0067685,24.3,10.516742706298828
1560448760.5581503,24.3,11.068124055862427
1560448761.1097274,24.3,11.619701623916626
1560448761.6632006,24.3,12.173174619674683
1560448762.2146888,24.3,12.724662780761719
1560448762.766486,24.3,13.27645993232727
1560448763.3183177,24.3,13.828291654586792
1560448763.8702314,24.3,14.380205631256104
1560448764.4217327,24.3,14.931706666946411
1560448764.973789,23.1,15.483762741088867
1560448765.5249612,23.1,16.034935235977173
1560448766.0766132,24.3,16.58658719062805
1560448766.6282024,24.3,17.138176441192627
1560448767.1796606,24.3,17.689634561538696
1560448767.7313457,24.3,18.24131965637207
1560448768.283001,24.3,18.792974948883057
1560448768.8343925,24.3,19.344366550445557
1560448769.3862658,24.3,19.896239757537842
1560448769.9379416,24.3,20.44791555404663
1560448770.4895387,24.3,20.999512672424316
1560448771.0411856,24.3,21.551159620285034
1560448771.592744,24.3,22.102717876434326
1560448772.144571,24.3,22.654545068740845
1560448772.7049441,24.3,23.21491813659668
1560448773.2595763,24.3,23.769550561904907
1560448773.8110871,24.3,24.321061372756958
1560448774.362734,24.3,24.872708082199097
1560448774.914449,24.3,25.42442297935486
1560448775.4667428,24.3,25.97671675682068
1560448776.0180998,24.4,26.52807378768921
1560448776.5697112,24.4,27.07968497276306
1560448777.1215012,24.4,27.63147497177124
1560448777.673126,24.4,28.1830997467041
1560448778.2249253,24.5,28.734899282455444
1560448778.7767699,24.5,29.286743879318237
1560448779.328358,24.7,29.838331937789917
1560448779.8799736,24.7,30.389947652816772
1560448780.4315703,24.8,30.9415442943573
1560448780.9837105,24.8,31.49368453025818
1560448781.534956,25.1,32.04492998123169
1560448782.0865772,25.1,32.596551179885864
1560448782.6383443,25.4,33.14831829071045
1560448783.1901755,25.4,33.70014953613281
1560448783.7416227,25.7,34.25159668922424
1560448784.2933412,25.7,34.80331516265869
1560448784.8454056,26.0,35.355379819869995
1560448785.3974795,26.0,35.907453536987305
1560448785.9493563,26.4,36.459330320358276
1560448786.5056193,26.4,37.01559329032898
1560448787.057198,26.9,37.567171812057495
1560448787.608285,26.9,38.11825895309448
1560448788.1599233,27.3,38.66989731788635
1560448788.7115192,27.3,39.22149324417114
1560448789.263197,27.8,39.773170948028564
1560448789.8147907,27.8,40.32476472854614
1560448790.366657,28.2,40.876630783081055
1560448790.918283,28.2,41.42825675010681
1560448791.4702413,28.8,41.980215311050415
1560448792.0216444,28.8,42.53161835670471
1560448792.5735326,29.3,43.08350658416748
1560448793.124958,29.3,43.63493204116821
1560448793.6765778,29.8,44.18655180931091
1560448794.2283502,29.8,44.73832416534424
1560448794.7802808,30.3,45.29025483131409
1560448795.3316796,30.3,45.84165358543396
1560448795.8833458,30.8,46.393319845199585
1560448796.4349198,30.8,46.944894313812256
1560448796.9865887,31.4,47.49656271934509
1560448797.537956,31.4,48.047929763793945
1560448798.0896332,31.9,48.59960722923279
1560448798.6411195,31.9,49.15109348297119
1560448799.1927423,32.4,49.70271635055542
1560448799.7444582,32.4,50.2544322013855
1560448800.3012617,32.9,50.811235666275024
1560448800.8594072,32.9,51.36938118934631
1560448801.4109724,33.5,51.9209463596344
1560448801.962685,33.5,52.47265911102295
1560448802.515287,34.0,53.02526116371155
1560448803.0667653,34.0,53.57673931121826
1560448803.6183496,34.5,54.128323793411255
1560448804.1697488,34.5,54.67972254753113
1560448804.721161,35.0,55.23113489151001
1560448805.2728,35.0,55.78277397155762
1560448805.8244402,35.6,56.33441424369812
1560448806.376156,35.6,56.88612985610962
1560448806.9278507,36.1,57.437824726104736
1560448807.4797678,36.1,57.989741802215576
1560448808.0312464,36.6,58.54122042655945
1560448808.582886,36.6,59.092859983444214
1560448809.1344123,36.6,59.64438605308533
1560448809.686329,37.1,60.19630265235901
1560448810.237781,37.7,60.74775528907776
1560448810.7895393,37.7,61.29951333999634
1560448811.3411274,38.2,61.85110139846802
1560448811.8930264,38.2,62.403000354766846
1560448812.446183,38.7,62.956156969070435
1560448812.9976265,38.7,63.50760054588318
1560448813.5491812,38.7,64.05915522575378
1560448814.1020916,39.3,64.61206555366516
1560448814.65377,39.3,65.16374397277832
1560448815.2058072,39.8,65.71578121185303
1560448815.7576907,40.0,66.26766467094421
1560448816.3101757,40.0,66.82014966011047
1560448816.8621337,40.2,67.37210750579834
1560448817.413578,40.2,67.92355179786682
1560448817.965063,40.2,68.47503709793091
1560448818.5170243,40.4,69.02699828147888
1560448819.069774,40.4,69.57974815368652
1560448819.625303,40.5,70.13527703285217
1560448820.1769977,40.5,70.68697190284729
1560448820.7283876,40.6,71.23836159706116
1560448821.2816284,40.6,71.79160237312317
1560448821.8335733,40.6,72.34354758262634
1560448822.3850877,40.6,72.8950617313385
1560448822.9366965,40.8,73.44667053222656
1560448823.4883492,40.8,73.99832320213318
1560448824.0400112,40.8,74.54998517036438
1560448824.5916371,40.8,75.10161137580872
1560448825.143171,40.9,75.65314507484436
1560448825.6946084,41.0,76.20458245277405
1560448826.2521608,41.0,76.76213479042053
1560448826.8043177,41.0,77.31429171562195
1560448827.355733,41.0,77.86570692062378
1560448827.9073365,41.0,78.4173104763031
1560448828.459069,41.1,78.96904301643372
1560448829.0105114,41.1,79.52048540115356
1560448829.5622728,41.2,80.07224655151367
1560448830.1139681,41.2,80.62394189834595
1560448830.6676586,41.2,81.17763257026672
1560448831.2190895,41.2,81.72906351089478
1560448831.770916,41.3,82.28089022636414
1560448832.3225546,41.3,82.832528591156
1560448832.874191,41.4,83.38416504859924
1560448833.425949,41.4,83.93592357635498
1560448833.9776664,41.4,84.4876401424408
1560448834.5297008,41.4,85.03967499732971
1560448835.0811422,41.5,85.59111618995667
1560448835.6334574,41.5,86.14343166351318
1560448836.1848583,41.5,86.69483232498169
1560448836.7365193,41.5,87.24649333953857
1560448837.2882242,41.6,87.79819822311401
1560448837.8399267,41.6,88.34990072250366
1560448838.3916707,41.6,88.90164470672607
1560448838.943349,41.6,89.45332312583923
1560448839.4998364,41.7,90.00981020927429
1560448840.0522492,41.7,90.56222343444824
1560448840.6036973,41.7,91.11367154121399
1560448841.154957,41.7,91.66493105888367
1560448841.7072659,41.8,92.21723985671997
1560448842.2588632,41.8,92.76883721351624
1560448842.8103063,41.9,93.32028031349182
1560448843.361919,41.9,93.87189292907715
1560448843.9133036,41.9,94.42327761650085
1560448844.4649308,41.9,94.97490501403809
1560448845.0165977,42.0,95.52657175064087
1560448845.5683556,42.0,96.07832956314087
1560448846.1203725,42.0,96.63034653663635
1560448846.6716323,42.0,97.18160629272461
1560448847.2229931,42.1,97.7329671382904
1560448847.774854,42.1,98.28482794761658
1560448848.326568,42.1,98.83654189109802
1560448848.878197,42.1,99.38817095756531
1560448849.4297135,42.2,99.93968749046326
1560448849.9816422,42.2,100.4916160106659
1560448850.5336509,42.2,101.04362487792969
1560448851.085286,42.2,101.59525990486145
1560448851.6367342,42.3,102.14670825004578
1560448852.1883059,42.3,102.6982798576355
1560448852.740123,42.3,103.25009727478027
