#Procedure: <__main__.tempProcedure>
#Parameters:
#	Measurement Delay: 0.05 s
#	Measurement Duration: 600 s
#	Ramp Rate: 100
#	Sample Name: undefined
#	Save Directory: \junk
#	Set Temperature: 50 C
#Data:
datetime,temperature,heating_time
1560352547.7585857,34.0,0.8552365303039551
1560352548.6644704,34.0,1.255061149597168
1560352549.064196,36.3,1.6549956798553467
1560352549.4650047,36.3,2.0546092987060547
1560352549.8636332,36.3,2.4544436931610107
1560352550.264575,42.0,2.8543875217437744
1560352550.66376,42.0,3.2381513118743896
1560352551.050245,42.0,3.6379826068878174
1560352551.4470592,46.6,4.037797689437866
1560352551.847443,46.6,4.437629222869873
1560352552.248256,46.6,4.837378263473511
1560352552.6466725,47.6,5.237147569656372
1560352553.0495567,47.6,5.653108835220337
1560352553.4634097,47.7,6.090704679489136
1560352553.900547,47.7,6.488596200942993
1560352554.297931,47.7,6.8685688972473145
1560352554.6775339,47.8,7.268351316452026
1560352555.0774329,47.8,7.6522064208984375
1560352555.463296,47.8,8.052091121673584
1560352555.8630056,48.0,8.483734607696533
1560352556.2927535,48.0,8.883557796478271
1560352556.6936014,48.0,9.283599376678467
1560352557.0926523,48.1,9.667347192764282
1560352557.4763563,48.1,10.067121505737305
1560352557.8761096,48.3,10.49885368347168
1560352558.3079255,48.3,10.89892292022705
1560352558.7094264,48.3,11.298656940460205
1560352559.1076498,48.4,11.699198484420776
1560352559.508327,48.4,12.098281383514404
1560352559.9090009,48.4,12.49807357788086
1560352560.3070533,48.5,12.92231273651123
1560352560.7312684,48.5,13.329628944396973
1560352561.138933,48.5,13.729496479034424
1560352561.5385442,48.6,14.129332542419434
1560352561.938334,48.6,14.513368844985962
1560352562.3223293,48.7,14.929051399230957
1560352562.7381332,48.7,15.314524412155151
1560352563.1236181,48.7,15.714712142944336
1560352563.523803,48.7,16.11229109764099
1560352563.921345,48.7,16.51220679283142
1560352564.3212552,48.7,16.91391158103943
1560352564.7230103,48.8,17.327886819839478
1560352565.1369858,48.8,17.71217679977417
1560352565.5213056,48.8,18.116203784942627
1560352565.925258,48.9,18.511415719985962
