#Procedure: <__main__.tempProcedure>
#Parameters:
#	Hold Time: 1 min
#	Ramp Time: 1 min
#	Sample Name: undefined
#	Save Directory: \junk
#	Set Temperature: 40 C
#Data:
global_time,temperature,heating_time
1560362972.4855156,25.0,1.3877615928649902
1560362973.923565,25.0,1.7716875076293945
1560362974.3076851,25.9,2.2033066749572754
1560362974.739056,25.9,2.603158950805664
1560362975.1390905,25.9,3.002959966659546
1560362975.538872,30.2,3.402777671813965
1560362975.9385595,30.2,3.8025543689727783
1560362976.3383262,31.9,4.218366861343384
1560362976.754219,31.9,4.618295192718506
1560362977.1540647,31.9,5.034000873565674
1560362977.5699787,31.9,5.433835506439209
1560362977.9697094,32.5,5.817722797393799
1560362978.353566,32.5,6.202296257019043
1560362978.7381577,32.8,6.633406400680542
1560362979.16936,32.8,7.017346143722534
1560362979.553158,32.8,7.401151657104492
1560362979.9372356,33.0,7.788312196731567
1560362980.324199,33.0,8.202028512954712
1560362980.7378306,33.0,8.600649356842041
1560362981.136475,33.2,9.000348567962646
1560362981.5361602,33.2,9.416152715682983
1560362981.9519877,33.2,9.832080364227295
1560362982.3679297,33.4,10.21586561203003
1560362982.7517753,33.4,10.599746704101562
1560362983.135477,33.6,11.015491724014282
1560362983.5512311,33.6,11.41538405418396
1560362983.951207,33.6,11.831257104873657
1560362984.3671675,33.8,12.231038331985474
1560362984.7669303,33.8,12.630936622619629
1560362985.1670814,33.8,13.030667781829834
1560362985.566724,33.9,13.43059229850769
1560362985.9668465,33.9,13.846335649490356
1560362986.38222,33.9,14.246184825897217
1560362986.7823966,34.0,14.646023750305176
1560362987.1819577,34.0,15.04577088356018
1560362987.5816212,34.2,15.461711883544922
1560362987.9976106,34.2,15.861562728881836
1560362988.3974802,34.2,16.24537444114685
1560362988.7812862,34.3,16.661185026168823
1560362989.1970365,34.3,17.061049699783325
1560362989.596992,34.3,17.460879802703857
1560362989.9968266,34.4,17.84473419189453
1560362990.3810496,34.4,18.27675986289978
1560362990.8126333,34.4,18.677886486053467
1560362991.2140605,34.6,19.06023383140564
1560362991.5962183,34.6,19.444071292877197
1560362991.9800172,34.6,19.827911138534546
1560362992.3641634,34.7,20.22771716117859
1560362992.7637,34.7,20.627638578414917
1560362993.2163944,34.8,21.07547688484192
1560362993.6113353,34.8,21.476958513259888
1560362994.012938,34.8,21.876246452331543
1560362994.4121196,35.0,22.274758338928223
1560362994.8108783,35.0,22.690662622451782
1560362995.226575,35.0,23.07478618621826
1560362995.6110027,35.1,23.490283012390137
1560362996.0261087,35.1,23.89019799232483
1560362996.4260845,35.2,24.322115659713745
1560362996.8603182,35.2,24.721935987472534
1560362997.2599416,35.2,25.121774673461914
