#Procedure: <__main__.tempProcedure>
#Parameters:
#	Measurement Delay: 0.5 s
#	Measurement Duration: 600 s
#	Sample Name: undefined
#	Save Directory: .\junk
#	Set Temperature: 40 C
#Data:
datetime,temperature,heating_time
1560351173.9944344,24.3,0.679833173751831
1560351175.1751053,25.1,1.5629072189331055
1560351176.0582764,25.1,2.407240867614746
1560351176.9022365,27.3,3.25494647026062
1560351177.7502544,28.5,4.102351188659668
1560351178.5975091,29.1,4.982138395309448
1560351179.4773867,29.1,5.829833507537842
1560351180.325012,29.4,6.678728103637695
1560351181.1739526,29.6,7.524979829788208
1560351182.020273,29.8,8.404840230941772
1560351182.9003353,29.8,9.252434253692627
1560351183.7478533,30.0,10.099900722503662
1560351184.5960078,30.2,10.947594165802002
1560351185.444747,30.3,11.811472654342651
1560351186.306654,30.3,12.659049987792969
1560351187.154245,30.4,13.522554159164429
1560351188.0178185,30.6,14.370239496231079
1560351188.865473,30.7,15.234099864959717
