#Procedure: <__main__.tempProcedure>
#Parameters:
#	Measurement Delay: 0.1 s
#	Measurement Duration: 600 s
#	Sample Name: undefined
#	Save Directory: .\junk
#	Set Temperature: 50 C
#Data:
datetime,temperature,heating_time
1560351190.309202,30.7,0.646831750869751
1560351191.0576766,26.9,1.0942833423614502
1560351191.5038855,26.9,1.526092767715454
1560351191.9358716,33.8,2.0056397914886475
1560351192.4157295,33.8,2.4535531997680664
1560351192.8633103,33.8,2.9015250205993652
1560351193.3111403,37.7,3.353424310684204
1560351193.7631564,37.7,3.7968411445617676
1560351194.2069373,38.8,4.2287328243255615
1560351194.6385317,38.8,4.692728757858276
1560351195.1023548,38.8,5.141867160797119
1560351195.5515366,39.1,5.588383197784424
1560351195.9979508,39.1,6.03606104850769
1560351196.4458823,39.3,6.467893123626709
1560351196.8775826,39.3,6.915944337844849
1560351197.3256824,39.4,7.395530939102173
1560351197.805665,39.4,7.844204902648926
1560351198.2543607,39.4,8.29140043258667
1560351198.7011397,39.5,8.757287502288818
1560351199.1670756,39.5,9.218791961669922
1560351199.6285858,39.5,9.666606664657593
1560351200.0762417,39.7,10.114558696746826
1560351200.5242016,39.7,10.546567916870117
1560351200.9564385,39.8,10.978121042251587
1560351201.3879175,39.8,11.425895690917969
1560351201.8355894,39.9,11.889878988265991
1560351202.2995238,39.9,12.337735176086426
1560351202.7474387,39.9,12.785421371459961
1560351203.195273,40.0,13.233122110366821
1560351203.6429553,40.0,13.697149276733398
1560351204.106781,40.0,14.144870042800903
1560351204.5544686,40.1,14.592650890350342
1560351205.0025482,40.1,15.040395736694336
1560351205.4545338,40.2,15.488430738449097
1560351205.8980534,40.2,15.936320304870605
1560351206.3490996,40.3,16.399784803390503
1560351206.809817,40.3,16.847690105438232
1560351207.2588708,40.3,17.295759201049805
1560351207.7054086,40.3,17.74343252182007
1560351208.1531425,40.3,18.191134929656982
1560351208.6009216,40.4,18.670922994613647
1560351209.08053,40.4,19.11889934539795
1560351209.5285048,40.4,19.566628217697144
1560351209.976437,40.5,20.01435112953186
1560351210.424366,40.5,20.478285789489746
1560351210.8880272,40.5,20.926162719726562
1560351211.3357704,40.5,21.37384581565857
1560351211.7838535,40.6,21.837581872940063
1560351212.247135,40.6,22.28558588027954
1560351212.6952002,40.6,22.7173912525177
1560351213.1272986,40.7,23.19703483581543
1560351213.6067603,40.7,23.645587921142578
1560351214.055699,40.7,24.0928373336792
1560351214.502514,40.8,24.54070019721985
1560351214.950531,40.8,25.004162788391113
1560351215.4139476,40.8,25.452069520950317
1560351215.862383,40.8,25.900052547454834
1560351216.30967,40.9,26.348000049591064
1560351216.7576928,40.9,26.795544624328613
1560351217.205376,40.9,27.24327778816223
1560351217.6542416,40.9,27.691396236419678
1560351218.1010048,40.9,28.158045530319214
1560351218.5678306,41.0,28.61888313293457
1560351219.028575,41.0,29.076821088790894
1560351219.486463,41.0,29.51466703414917
1560351219.924291,41.1,29.94638466835022
1560351220.356518,41.1,30.394041061401367
1560351220.8037465,41.1,30.841952085494995
1560351221.253971,41.1,31.30586576461792
1560351221.7158773,41.1,31.765815258026123
1560351222.175467,41.2,32.20129990577698
1560351222.6110423,41.2,32.64943313598633
1560351223.061943,41.2,33.12907028198242
1560351223.5387447,41.2,33.576720237731934
1560351223.9864292,41.2,34.024606227874756
1560351224.4343812,41.3,34.47220969200134
1560351224.8818743,41.3,34.9202094078064
1560351225.3298376,41.3,35.36793494224548
1560351225.7778244,41.3,35.848031997680664
1560351226.2600534,41.3,36.295602798461914
1560351226.7052338,41.4,36.7435302734375
1560351227.1533039,41.4,37.191235303878784
1560351227.6009524,41.4,37.63892436027527
1560351228.048831,41.4,38.087013959884644
