#Procedure: <__main__.tempProcedure>
#Parameters:
#	Measurement Delay: 0.5 s
#	Measurement Duration: 600 s
#	Sample Name: undefined
#	Save Directory: .\junk
#	Set Temperature: 20 C
#Data:
t,temperature
0.00019502639770507812,24.6
0.9758872985839844,24.6
1.8228638172149658,26.7
2.686551094055176,30.9
3.53436279296875,32.0
4.3837971687316895,32.0
5.22949481010437,32.3
6.09330677986145,32.5
6.940486431121826,32.6
7.772489070892334,32.6
8.619876146316528,32.7
9.46727967262268,32.8
10.331239223480225,32.8
11.181678295135498,32.9
12.042609930038452,32.9
12.890266180038452,32.9
13.737880229949951,32.9
14.585710287094116,32.9
15.44884443283081,32.9
16.299038887023926,32.9
17.144845962524414,32.9
18.008589506149292,32.9
18.855446100234985,32.9
19.703216552734375,32.9
20.566985607147217,32.9
21.414433479309082,32.9
22.262129068374634,32.9
23.10965895652771,32.9
23.9733567237854,32.9
24.821025848388672,32.8
25.684651613235474,32.8
26.532503366470337,32.8
27.396061182022095,32.8
28.227097988128662,32.8
29.092722415924072,32.7
29.939311504364014,32.7
30.802629947662354,32.7
31.650258541107178,32.7
32.499141454696655,32.7
33.34578204154968,32.7
34.193199157714844,32.7
35.04050874710083,32.6
35.88897347450256,32.6
36.752453327178955,32.6
37.60356307029724,32.6
38.44740867614746,32.6
39.28072166442871,32.5
40.12683153152466,32.5
40.97435474395752,32.5
41.82190561294556,32.5
42.653600454330444,32.5
43.4857280254364,32.4
44.33313798904419,32.4
45.184940338134766,32.4
46.04411745071411,32.4
46.89197635650635,32.4
47.739492893218994,32.4
48.58740997314453,32.3
49.466909646987915,32.3
50.31468677520752,32.3
51.19385814666748,32.3
52.04145622253418,32.3
52.889400243759155,32.3
53.72050952911377,32.3
54.552809715270996,32.2
55.404173612594604,32.2
56.247238636016846,32.2
57.09571838378906,32.2
57.92709493637085,32.2
58.75881481170654,32.2
59.59035873413086,32.2
60.437941789627075,32.1
61.28555870056152,32.1
62.133427143096924,32.1
62.965054750442505,32.1
63.79693913459778,32.1
64.64391613006592,32.1
65.49491214752197,32.1
66.3395643234253,32.0
67.17124462127686,32.0
68.00282454490662,32.0
68.85056066513062,32.0
69.70159435272217,32.0
70.54608082771301,32.0
71.4252359867096,32.0
72.27306056022644,32.0
73.15283823013306,31.9
74.00407862663269,31.9
74.88261246681213,31.9
75.72716498374939,31.9
76.57536625862122,31.9
77.43876957893372,31.9
78.28687572479248,31.9
79.1338119506836,31.9
79.9971706867218,31.8
80.84536123275757,31.8
81.69359350204468,31.8
82.54045701026917,31.8
83.38844966888428,31.8
84.23763751983643,31.8
