#Procedure: <__main__.tempProcedure>
#Parameters:
#	Measurement Duration: 180 s
#	Ramp Rate: 999
#	Sample Name: ramp_rate
#	Save Directory: \calib
#	Set Temperature: 30 C
#Data:
datetime,temperature,heating_time
1560354535.391214,30.3,0.7692594528198242
1560354536.2108002,30.3,1.1530177593231201
1560354536.5951416,30.3,1.5529241561889648
1560354536.9945633,30.2,1.9527194499969482
1560354537.3942661,30.2,2.352497100830078
1560354537.7942297,30.2,2.7524006366729736
1560354538.1939263,30.2,3.1724750995635986
1560354538.6140542,30.2,3.5840513706207275
1560354539.0256703,30.2,3.9839742183685303
1560354539.4256551,30.2,4.369144916534424
1560354539.8107412,30.2,4.76759934425354
1560354540.209102,30.2,5.183420896530151
1560354540.6251616,30.2,5.583266496658325
1560354541.0253232,30.2,5.983112335205078
1560354541.4247355,30.1,6.38293194770813
1560354541.8245132,30.1,6.766717910766602
1560354542.208291,30.1,7.166513681411743
1560354542.6081007,30.1,7.598475217819214
1560354543.040703,30.1,7.998463153839111
1560354543.4401326,30.1,8.382086277008057
1560354543.823551,30.1,8.78187894821167
1560354544.2234735,30.1,9.181794166564941
1560354544.6233256,30.1,9.597718238830566
1560354545.0393715,30.1,9.997494459152222
1560354545.4389865,30.1,10.397391557693481
1560354545.8389797,30.0,10.781115531921387
1560354546.2234163,30.0,11.180856704711914
1560354546.6223545,30.0,11.580732107162476
1560354547.0222473,30.0,11.996794700622559
1560354547.4385304,30.0,12.396442174911499
1560354547.838063,30.0,12.79642915725708
1560354548.2384157,30.0,13.196263313293457
1560354548.6378217,30.0,13.59617304801941
1560354549.03775,30.0,13.996006965637207
1560354549.4375637,30.0,14.379666566848755
1560354549.8213732,30.0,14.77943205833435
1560354550.2214541,29.9,15.195224285125732
1560354550.6367686,29.9,15.595101118087769
1560354551.0367732,29.9,15.995107412338257
1560354551.4366589,29.9,16.411014795303345
1560354551.854815,29.9,16.810723543167114
1560354552.2523727,29.9,17.210546255111694
1560354552.6560497,29.9,17.61025834083557
1560354553.0544114,29.9,18.01019525527954
1560354553.454027,29.9,18.41003704071045
1560354553.8516815,29.9,18.8099148273468
1560354554.254956,29.9,19.193645477294922
1560354554.6352444,29.9,19.609556198120117
1560354555.0512023,29.9,19.993287324905396
