#Procedure: <__main__.tempProcedure>
#Parameters:
#	Measurement Delay: 0.05 s
#	Measurement Duration: 180 s
#	Ramp Rate: 999
#	Sample Name: ramp_rate
#	Save Directory: \calib
#	Set Temperature: 30 C
#Data:
datetime,temperature,heating_time
1560354456.0095446,34.5,0.972449779510498
1560354457.0323431,34.5,1.3708288669586182
1560354457.4307332,34.5,1.7706477642059326
1560354457.8306406,34.4,2.1705071926116943
1560354458.2308168,34.4,2.586113929748535
1560354458.6485581,34.4,2.9861202239990234
1560354459.0465474,34.2,3.387122631072998
1560354459.4476871,34.2,3.7860469818115234
1560354459.845994,34.2,4.185434103012085
1560354460.2458425,34.0,4.58557653427124
1560354460.6469543,34.0,4.9853174686431885
1560354461.0481582,33.9,5.417171478271484
1560354461.4771051,33.9,5.816972970962524
1560354461.8768787,33.9,6.2168378829956055
1560354462.276779,33.8,6.6166276931762695
1560354462.6765568,33.8,7.016372442245483
1560354463.0763156,33.8,7.400334119796753
1560354463.4602659,33.6,7.816091537475586
1560354463.8762722,33.6,8.20001745223999
1560354464.259937,33.6,8.599726915359497
1560354464.6596482,33.5,8.983631610870361
1560354465.0437546,33.5,9.383408546447754
1560354465.4435558,33.4,9.799277305603027
1560354465.8591738,33.4,10.19897747039795
1560354466.258948,33.4,10.58288288116455
1560354466.6428435,33.3,10.982722282409668
1560354467.0428176,33.3,11.382635116577148
1560354467.4430165,33.3,11.782421827316284
1560354467.842356,33.2,12.214226484298706
1560354468.2741315,33.2,12.614026069641113
1560354468.6739516,33.2,13.013892889022827
1560354469.073805,33.1,13.397738695144653
1560354469.457672,33.1,13.797583103179932
1560354469.8576717,33.1,14.197458744049072
1560354470.257392,33.0,14.597276449203491
1560354470.657333,33.0,14.996812343597412
1560354471.0566947,32.9,15.414891719818115
1560354471.4751022,32.9,15.796754360198975
1560354471.8570144,32.9,16.197421312332153
1560354472.2573497,32.9,16.580143690109253
1560354472.6961985,32.8,17.046597957611084
1560354473.107173,32.8,17.44429874420166
1560354473.5042357,32.8,17.82777976989746
1560354473.8876913,32.8,18.227663040161133
1560354474.2875893,32.8,18.627638578414917
1560354474.6875975,32.7,19.027483701705933
1560354475.0875208,32.7,19.427364587783813
1560354475.487274,32.6,19.844402313232422
1560354475.9046295,32.6,20.226840019226074
1560354476.2867982,32.6,20.62669086456299
1560354476.6866212,32.6,21.010552406311035
1560354477.070509,32.5,21.41024899482727
1560354477.4701486,32.5,21.794170141220093
