#Procedure: <__main__.tempProcedure>
#Parameters:
#	Measurement Duration: 180 s
#	Ramp Rate: 500
#	Sample Name: ramp_rate
#	Save Directory: \calib
#	Set Temperature: 30 C
#Data:
datetime,temperature,heating_time
1560354925.7673104,34.4,0.785374641418457
1560354926.603103,34.4,1.1688759326934814
1560354926.986563,34.3,1.568674087524414
1560354927.38643,34.3,1.9685394763946533
1560354927.7862356,34.3,2.3843963146209717
1560354928.2021437,34.3,2.7842531204223633
1560354928.6019413,34.3,3.184077739715576
1560354929.0018928,34.3,3.56781005859375
1560354929.3854256,34.2,3.9676756858825684
1560354929.785419,34.2,4.367486476898193
1560354930.1852298,34.1,4.7833757400512695
1560354930.6012511,34.1,5.167137145996094
1560354930.984914,34.1,5.566904783248901
1560354931.3849773,34.1,5.966833829879761
1560354931.784934,34.1,6.36652946472168
1560354932.1844025,34.1,6.766486167907715
1560354932.5843036,34.0,7.16625189781189
1560354932.9839778,34.0,7.598512649536133
1560354933.4162607,34.0,7.999448776245117
1560354933.817341,34.0,8.398401498794556
1560354934.2161248,34.0,8.79760456085205
1560354934.6152732,33.9,9.213428258895874
1560354935.0311525,33.9,9.597438335418701
1560354935.415684,33.9,9.997260332107544
1560354935.8150563,33.8,10.396888017654419
1560354936.2150338,33.8,10.796746969223022
1560354936.614375,33.8,11.198133707046509
1560354937.0157495,33.8,11.597525358200073
1560354937.4151835,33.8,12.028452157974243
1560354937.8483162,33.8,12.428279399871826
1560354938.2465312,33.7,12.828008890151978
1560354938.6463506,33.7,13.227914094924927
1560354939.046921,33.7,13.643804788589478
1560354939.4635332,33.7,14.043573141098022
1560354939.8612306,33.7,14.443480491638184
1560354940.2621162,33.6,14.827223300933838
1560354940.6474624,33.6,15.227099180221558
1560354941.0477583,33.6,15.626935243606567
1560354941.4494412,33.6,16.04281711578369
1560354941.8607345,33.6,16.47456121444702
1560354942.2921772,33.6,16.874433994293213
1560354942.6920326,33.5,17.274306535720825
1560354943.0921876,33.5,17.67413640022278
1560354943.4917507,33.5,18.08997678756714
1560354943.907516,33.5,18.473867416381836
1560354944.291488,33.5,18.87375283241272
1560354944.691347,33.4,19.273600816726685
1560354945.0912082,33.4,19.673426866531372
1560354945.4910536,33.4,20.073360443115234
1560354945.890975,33.4,20.473007917404175
1560354946.290635,33.4,20.905547857284546
1560354946.7232132,33.4,21.307807445526123
1560354947.12536,33.3,21.71029829978943
1560354947.527971,33.3,22.105834245681763
1560354947.9234924,33.3,22.520046949386597
1560354948.337617,33.3,22.919848680496216
1560354948.737423,33.3,23.319721937179565
1560354949.1374986,33.2,23.705249309539795
1560354949.523214,33.2,24.11019802093506
1560354949.927875,33.2,24.504024505615234
1560354950.3216126,33.2,24.887248754501343
1560354950.7051356,33.2,25.306434154510498
1560354951.124152,33.2,25.68828058242798
1560354951.5061233,33.1,26.086758136749268
1560354951.90442,33.1,26.470649003982544
1560354952.2882607,33.1,26.87032723426819
1560354952.6879222,33.1,27.270113945007324
1560354953.0878372,33.1,27.66993999481201
1560354953.487576,33.0,28.104592323303223
1560354953.9221494,33.0,28.502056121826172
1560354954.31972,33.0,28.885449171066284
1560354954.7030754,33.0,29.285353422164917
1560354955.103858,33.0,29.685489177703857
1560354955.5033426,33.0,30.08523464202881
1560354955.902914,32.9,30.501320600509644
1560354956.3189795,32.9,30.90089750289917
1560354956.718417,32.9,31.284820795059204
1560354957.1026533,32.9,31.6849582195282
1560354957.5028281,32.9,32.08415961265564
1560354957.9019847,32.9,32.50466513633728
1560354958.3223467,32.9,32.903154611587524
1560354958.7208223,32.9,33.30430006980896
1560354959.122015,32.8,33.71536874771118
1560354959.533005,32.8,34.11518836021423
1560354959.932835,32.8,34.515061140060425
1560354960.3327072,32.8,34.91487741470337
1560354960.732849,32.8,35.305150508880615
1560354961.1228144,32.8,35.70500826835632
1560354961.5226686,32.7,36.114463329315186
1560354961.9320233,32.7,36.51426434516907
1560354962.331973,32.7,36.93002223968506
1560354962.7477093,32.7,37.3299674987793
1560354963.1476388,32.7,37.729735136032104
1560354963.5474775,32.6,38.1296181678772
1560354963.947285,32.6,38.52938532829285
1560354964.3470035,32.6,38.913280725479126
1560354964.7309835,32.6,39.329018115997314
1560354965.1467042,32.6,39.72891545295715
1560354965.5468767,32.6,40.12871479988098
1560354965.946303,32.5,40.51466107368469
1560354966.3323205,32.5,40.91330146789551
1560354966.7313304,32.5,41.312355041503906
1560354967.1300588,32.5,41.70448875427246
1560354967.522682,32.5,42.1119647026062
1560354967.9296198,32.5,42.50593662261963
1560354968.3239195,32.5,42.91319274902344
1560354968.7307217,32.5,43.29765701293945
1560354969.115363,32.4,43.71153783798218
1560354969.5292978,32.4,44.10327434539795
1560354969.9209216,32.4,44.50284123420715
1560354970.3205383,32.4,44.89500403404236
1560354970.7129936,32.4,45.29466414451599
